trade_date,date,ts_code,qfq_open,qfq_high,qfq_low,qfq_close,tr,n_20,n_for_signal,entry_high_20,exit_low_10,breakout_long,exit_long,stop_long,stop_price,target_units,position_units,shares,cash,trade_action,trade_reason,signal_date,execution_date,execution_price,trade_value,fee,slippage_cost,portfolio_value,strategy_return,benchmark_value,benchmark_return,drawdown,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,qfq_pre_close,qfq_change,qfq_pct_chg,instrument_key,market,currency,signal,running_max
20250917,2025-09-17,300308.SZ,404.1046,412.067,390.2453,405.302,21.82170000000002,29.584220266944214,29.992773965204435,447.0096,343.2395,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110297.1043068012,-0.002444966262427517,211705.87184466832,-0.012687620094399499,-0.015608772057806863,405.0,412.98,391.11,406.2,411.42,-5.22,-1.2688,324316.21,13067610.633,6.5893,410.5104,-5.2084,-1.2688,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250918,2025-09-18,300308.SZ,393.3385,429.0394,388.3495,408.4949,40.68990000000002,30.13950425359701,29.584220266944214,447.0096,343.2395,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110462.82666468015,0.0015025086915969599,213373.65458004302,0.007877829371678358,-0.014129715681891808,394.21,429.99,389.21,409.4,406.2,3.2,0.7878,561607.86,22855123.991,6.5893,405.302,3.1929,0.7878,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250919,2025-09-19,300308.SZ,414.4816,424.0604,399.1456,420.5681,24.914800000000014,29.87826904091716,30.13950425359701,447.0096,343.2395,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,111089.46676338173,0.005672859527701579,219679.98253291534,0.02955532614972678,-0.008537012046419878,415.4,425.0,400.03,421.5,409.4,12.1,2.9555,466535.93,19367174.603,6.5893,408.4949,12.0732,2.9555,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250922,2025-09-22,300308.SZ,416.3674,420.8675,393.8074,417.0759,27.060100000000034,29.737360588871304,29.87826904091716,447.0096,343.2395,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110908.20971863091,-0.001631631243103282,217855.8631215728,-0.008303530391392089,-0.010154714033945522,417.29,421.8,394.68,418.0,421.5,-3.5,-0.8304,412684.76,16928692.918,6.5893,420.5681,-3.4922,-0.8304,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250923,2025-09-23,300308.SZ,446.0217,455.9996,417.0759,433.3299,38.9237,30.196677559427734,29.737360588871304,447.0096,346.2328,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,111751.84754160207,0.007606630970885098,226345.99453213392,0.03897132392449443,-0.0026253262253315146,447.01,457.01,418.0,434.29,418.0,16.29,3.8971,534440.36,23278260.11,6.5893,417.0759,16.254,3.8971,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250924,2025-09-24,300308.SZ,415.0903,434.0383,409.0936,422.5637,24.94470000000001,29.93407868145635,30.196677559427734,455.9996,369.7607,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,111193.04518343348,-0.005000385859039724,220722.36633031387,-0.02484527377409218,-0.007612584440238712,416.01,435.0,410.0,423.5,434.29,-10.79,-2.4845,393385.86,16589365.257,6.5893,433.3299,-10.7662,-2.4845,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250925,2025-09-25,300308.SZ,415.0903,441.9807,403.1068,433.6392,38.87389999999999,30.381069747383528,29.93407868145635,455.9996,388.3495,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,111767.90126244894,0.005169892398100284,226507.5546185918,0.026210249484278858,-0.0024820482845658853,416.01,442.96,404.0,434.6,423.5,11.1,2.621,505591.51,21620180.903,6.5893,422.5637,11.0755,2.621,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250926,2025-09-26,300308.SZ,428.1014,441.3222,412.7854,412.7854,28.536800000000028,30.28885626001435,30.381069747383528,455.9996,388.3495,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110685.51819165553,-0.009684203233375599,215614.7588508079,-0.048090209556700625,-0.012142214857918665,429.05,442.3,413.7,413.7,434.6,-20.9,-4.809,351118.15,14918149.499,6.5893,433.6392,-20.8538,-4.809,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250929,2025-09-29,300308.SZ,409.2133,432.2123,402.1988,415.8286,30.013500000000022,30.275088447013633,30.28885626001435,455.9996,388.3495,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110843.47061092869,0.0014270378081409074,217204.34713114626,0.007372353770264128,-0.010732504449454505,410.12,433.17,403.09,416.75,413.7,3.05,0.7372,429059.21,18029890.03,6.5893,412.7854,3.0432,0.7372,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250930,2025-09-30,300308.SZ,417.5848,434.0383,397.18,402.7875,36.858299999999986,30.60424902466295,30.275088447013633,455.9996,388.3495,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110166.59321378649,-0.006106605949917521,210392.44527694,-0.03136171970855295,-0.016773571223843486,418.51,435.0,398.06,403.68,416.75,-13.07,-3.1362,392893.31,16248125.252,6.5893,415.8286,-13.0411,-3.1362,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251009,2025-10-09,300308.SZ,418.0737,425.7167,396.8008,397.9283,28.915900000000022,30.519831573429805,30.60424902466295,455.9996,388.3495,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,109914.38422465265,-0.0022893418211127337,207854.2856516048,-0.01206392949135715,-0.019024512606864108,419.0,426.66,397.68,398.81,403.68,-4.87,-1.2064,390909.46,16122596.932,6.5893,402.7875,-4.8592,-1.2064,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251010,2025-10-10,300308.SZ,398.1279,406.8984,380.1677,389.1378,26.730699999999956,30.330374994758312,30.519831573429805,455.9996,388.3495,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,109458.12740892556,-0.004151020077540979,203262.64666030803,-0.022090663066688165,-0.023096561550608574,399.01,407.8,381.01,390.0,398.81,-8.81,-2.2091,384285.92,15167250.787,6.5893,397.9283,-8.7905,-2.2091,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251013,2025-10-13,300308.SZ,368.5642,381.5488,361.3727,376.5447,27.765100000000018,30.202111245020397,30.330374994758312,455.9996,380.1677,False,True,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,108804.50273386354,-0.005971458589092538,196684.75359605695,-0.03236154390552648,-0.02893009997885132,369.0,382.0,361.8,376.99,389.6,-12.61,-3.2367,409313.49,15302419.922,6.5961,389.1378,-12.5931,-3.2362,zhongji_xuchuang,A-share,CNY,-1,112046.00485659571
20251014,2025-10-14,300308.SZ,384.5453,385.4842,343.5937,345.6912,41.890499999999975,30.786530682769374,30.202111245020397,455.9996,361.3727,False,True,False,,0,0,0.0,109189.83222416465,SELL,10-day low exit,2025-10-13,2025-10-14,384.35302735,19949.227959021126,19.949227959021126,9.979603781401263,109189.83222416465,0.003541484778838866,180568.70404051695,-0.08193847901723217,-0.025491070708737795,385.0,385.94,344.0,346.1,376.99,-30.89,-8.1939,514339.07,18448572.395,6.5961,376.5447,-30.8535,-8.1938,zhongji_xuchuang,A-share,CNY,-1,112046.00485659571
20251015,2025-10-15,300308.SZ,344.5925,356.5783,336.602,353.7017,19.976300000000037,30.24601914863091,30.786530682769374,455.9996,343.5937,False,False,False,,0,0,0.0,109189.83222416465,HOLD,,,,,0.0,0.0,0.0,109189.83222416465,0.0,184752.9170135882,0.023172415149705916,-0.025491070708737795,345.0,357.0,337.0,354.12,346.1,8.02,2.3172,353172.53,12275375.119,6.5961,345.6912,8.0105,2.3172,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251016,2025-10-16,300308.SZ,350.7253,378.852,349.6166,366.5366,29.23539999999997,30.195488191199367,30.24601914863091,455.9996,336.602,False,False,False,,0,0,0.0,109189.83222416465,HOLD,,,,,0.0,0.0,0.0,109189.83222416465,0.0,191457.11214348918,0.03628735739749067,-0.025491070708737795,351.14,379.3,350.03,366.97,354.12,12.85,3.6287,342568.18,12630929.312,6.5961,353.7017,12.8349,3.6287,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251017,2025-10-17,300308.SZ,366.7363,381.4589,359.5748,373.1587,21.884100000000046,29.779918781639402,30.195488191199367,455.9996,336.602,False,False,False,,0,0,0.0,109189.83222416465,HOLD,,,,,0.0,0.0,0.0,109189.83222416465,0.0,194916.106804119,0.01806668147191859,-0.025491070708737795,367.17,381.91,360.0,373.6,366.97,6.63,1.8067,467636.44,17358864.503,6.5961,366.5366,6.6221,1.8067,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251020,2025-10-20,300308.SZ,407.7079,420.7125,395.1128,402.524,47.55379999999997,30.668612842557433,29.779918781639402,455.9996,336.602,False,False,False,,0,0,0.0,109189.83222416465,HOLD,,,,,0.0,0.0,0.0,109189.83222416465,0.0,210254.80841052663,0.07869386403157685,-0.025491070708737795,408.19,421.21,395.58,403.0,373.6,29.4,7.8694,601550.62,24468412.27,6.5961,373.1587,29.3653,7.8694,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251021,2025-10-21,300308.SZ,409.5157,450.9467,404.5216,440.9785,48.42270000000002,31.556317200429568,30.668612842557433,455.9996,336.602,False,False,False,,0,0,0.0,109189.83222416465,HOLD,,,,,0.0,0.0,0.0,109189.83222416465,0.0,230341.17227956947,0.0955334340312628,-0.025491070708737795,410.0,451.48,405.0,441.5,403.0,38.5,9.5533,565178.65,24436154.423,6.5961,402.524,38.4545,9.5533,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251022,2025-10-22,300308.SZ,435.5749,456.9596,435.5749,443.7752,21.38470000000001,31.047736340408086,31.556317200429568,455.9996,336.602,False,False,False,,0,0,0.0,109189.83222416465,HOLD,,,,,0.0,0.0,0.0,109189.83222416465,0.0,231802.00349132757,0.006342032548072085,-0.025491070708737795,436.09,457.5,436.09,444.3,441.5,2.8,0.6342,397499.1,17757275.763,6.5961,440.9785,2.7967,0.6342,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251023,2025-10-23,300308.SZ,440.559,442.4768,425.1972,440.3593,18.577999999999975,30.42424952338768,31.047736340408086,456.9596,336.602,False,False,False,,0,0,0.0,109189.83222416465,HOLD,,,,,0.0,0.0,0.0,109189.83222416465,0.0,230017.7387020243,-0.007697365693260849,-0.025491070708737795,441.08,443.0,425.7,440.88,444.3,-3.42,-0.7698,276011.13,12011352.772,6.5961,443.7752,-3.4159,-0.7697,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251024,2025-10-24,300308.SZ,449.4685,495.0646,436.5837,493.4165,58.48089999999996,31.82708204721829,30.42424952338768,456.9596,336.602,True,False,False,,0,0,0.0,109189.83222416465,HOLD,,,,,0.0,0.0,0.0,109189.83222416465,0.0,257731.69220740284,0.1204861575536158,-0.025491070708737795,450.0,495.65,437.1,494.0,440.88,53.12,12.0486,491025.26,23033970.651,6.5961,440.3593,53.0572,12.0486,zhongji_xuchuang,A-share,CNY,1,112046.00485659571
20251027,2025-10-27,300308.SZ,503.3847,514.3917,494.9747,508.3389,20.97520000000003,31.284487944857382,31.82708204721829,495.0646,336.602,True,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,BUY,20-day high breakout,2025-10-24,2025-10-27,503.63639235,9037.523364447614,9.037523364447614,4.5165034305085525,109265.17903720622,0.0006900533823230859,265526.2742771061,0.0302430097088362,-0.02481860752597631,503.98,515.0,495.56,508.94,494.0,14.94,3.0243,450723.89,22787904.833,6.5961,493.4165,14.9224,3.0243,zhongji_xuchuang,A-share,CNY,1,112046.00485659571
20251028,2025-10-28,300308.SZ,502.7055,535.3669,500.4083,512.3941,34.95859999999999,31.46819354761451,31.284487944857382,514.3917,336.602,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109337.94773562474,0.0006659825120840512,267644.4716990396,0.007977355264371822,-0.024169153772478857,503.3,536.0,501.0,513.0,508.94,4.06,0.7977,417960.87,21740189.239,6.5961,508.3389,4.0552,0.7977,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251029,2025-10-29,300308.SZ,537.3745,541.3698,505.5622,520.105,35.807600000000036,31.685163870233783,31.46819354761451,535.3669,336.602,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109476.31628875044,0.0012655126238538816,271672.19129382836,0.015048768125940581,-0.022934227517831918,538.01,542.01,506.16,520.72,513.0,7.72,1.5049,417271.05,21670889.448,6.5961,512.3941,7.7109,1.5049,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251030,2025-10-30,300308.SZ,515.8999,537.3646,508.3988,514.132,28.9658,31.549195676722093,31.685163870233783,541.3698,349.6166,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109369.13355160953,-0.0009790495403427801,268552.248208109,-0.011484219532594597,-0.023890823313265197,516.51,538.0,509.0,514.74,520.72,-5.98,-1.1484,453309.84,23600113.527,6.5961,520.105,-5.973,-1.1484,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251031,2025-10-31,300308.SZ,502.4059,508.3988,471.4425,472.4513,42.68949999999995,32.10621089288598,31.549195676722093,541.3698,359.5748,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108621.19256517908,-0.006838684390578109,246780.70764675958,-0.0810700364886836,-0.03056612590337282,503.0,509.0,472.0,473.01,514.74,-41.73,-8.107,563012.79,27346603.031,6.5961,514.132,-41.6807,-8.107,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251103,2025-11-03,300308.SZ,470.1141,482.829,456.9696,479.4331,25.859399999999994,31.793870348241683,32.10621089288598,541.3698,395.1128,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108746.47775422485,0.0011534138604727406,250427.58838271722,0.014777819428161143,-0.029447967436177946,470.67,483.4,457.51,480.0,473.01,6.99,1.4778,398408.75,18730146.946,6.5961,472.4513,6.9818,1.4778,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251104,2025-11-04,300308.SZ,489.0217,503.6944,473.3203,477.2357,30.3741,31.7228818308296,31.793870348241683,541.3698,404.5216,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108707.04642213153,-0.00036259870579380404,249279.79616162906,-0.004583329770097233,-0.02979988834709113,489.6,504.29,473.88,477.8,480.0,-2.2,-0.4583,360853.68,17622196.968,6.5961,479.4331,-2.1974,-0.4583,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251105,2025-11-05,300308.SZ,461.4743,479.4331,458.2481,476.4466,21.185000000000002,31.195987739288125,31.7228818308296,541.3698,425.1972,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108692.8863856544,-0.0001302586809519557,248867.61683985757,-0.0016534806595567275,-0.02992626533389442,462.02,480.0,458.79,477.01,477.8,-0.79,-0.1653,264087.51,12390456.807,6.5961,477.2357,-0.7891,-0.1653,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251106,2025-11-06,300308.SZ,487.4236,507.2801,481.7004,496.2931,30.833500000000015,31.17786335232372,31.195987739288125,541.3698,425.1972,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109049.02269783706,0.003276537444401262,259234.25846897662,0.041655245309757616,-0.026747782418430677,488.0,507.88,482.27,496.88,477.01,19.87,4.1655,373251.44,18457495.763,6.5961,476.4466,19.8465,4.1655,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251107,2025-11-07,300308.SZ,490.4201,499.1997,478.4342,489.4712,20.76550000000003,30.65724518470754,31.17786335232372,541.3698,436.5837,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108926.60684072982,-0.0011225763796751664,255670.9000667552,-0.013745707929447404,-0.027840332369354126,491.0,499.79,479.0,490.05,496.88,-6.83,-1.3746,243099.6,11923843.237,6.5961,496.2931,-6.8219,-1.3746,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251110,2025-11-10,300308.SZ,488.3026,495.2943,459.4567,489.4213,35.83760000000001,30.916262925472164,30.65724518470754,541.3698,456.9696,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108925.71140818615,-8.220512596857077e-06,255644.83524840974,-0.0001019467539662422,-0.02784832402014803,488.88,495.88,460.0,490.0,490.05,-0.05,-0.0102,352110.79,16744462.629,6.5961,489.4712,-0.0499,-0.0102,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251111,2025-11-11,300308.SZ,493.0969,499.0698,463.452,467.4972,35.61779999999999,31.151339779198555,30.916262925472164,541.3698,456.9696,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108532.29351979657,-0.0036118000360382263,244192.97785587359,-0.04479596617474557,-0.03135954147848674,493.68,499.66,464.0,468.05,490.0,-21.95,-4.4796,325131.12,15621818.93,6.5961,489.4213,-21.9241,-4.4796,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251112,2025-11-12,300308.SZ,459.0871,491.8084,449.4785,491.1692,42.32990000000001,31.71026779023863,31.151339779198555,541.3698,456.9696,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108957.07666957048,0.003913887157433349,256557.83516796923,0.05063559738967416,-0.02756839202770911,459.63,492.39,450.01,491.75,468.05,23.7,5.0636,423022.25,19890723.54,6.5961,467.4972,23.672,5.0636,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251113,2025-11-13,300308.SZ,488.7021,488.7021,469.4549,480.4319,21.71429999999998,31.210469400726698,31.71026779023863,541.3698,449.4785,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108764.40076073019,-0.0017683652565735342,250949.30262246547,-0.021860694848129802,-0.029288006297641278,489.28,489.28,470.01,481.0,491.75,-10.75,-2.1861,313317.46,15002143.508,6.5961,491.1692,-10.7373,-2.1861,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251114,2025-11-14,300308.SZ,464.6306,473.3203,453.6835,462.2734,26.748400000000004,30.987365930690363,31.210469400726698,541.3698,449.4785,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108438.55483198864,-0.0029958876844121685,241464.37268407037,-0.0377961996278765,-0.032196150404685375,465.18,473.88,454.22,462.82,481.0,-18.18,-3.7796,247272.66,11512786.152,6.5961,480.4319,-18.1585,-3.7796,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251117,2025-11-17,300308.SZ,474.6387,488.0629,467.8468,482.6293,25.789500000000032,30.727472634155845,30.987365930690363,541.3698,449.4785,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108803.8320928235,0.0033685183411085173,252097.09484355364,0.04403433119881006,-0.028936085386728094,475.2,488.64,468.4,483.2,462.82,20.38,4.4034,282466.26,13512966.106,6.5961,462.2734,20.3559,4.4034,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251118,2025-11-18,300308.SZ,474.1393,490.2203,469.4549,472.3514,20.7654,30.22936900244805,30.727472634155845,541.3698,449.4785,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108619.39990563775,-0.0016950890758002934,246728.52577596376,-0.021295640360002976,-0.03058212522029291,474.7,490.8,470.01,472.91,483.2,-10.29,-2.1296,240678.56,11554982.045,6.5961,482.6293,-10.2779,-2.1296,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251119,2025-11-19,300308.SZ,471.872,499.1098,471.4425,488.0229,27.66730000000001,30.10126555232565,30.22936900244805,541.3698,449.4785,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108900.61776351549,0.0025890205444152325,254914.39352547823,0.03317763004407315,-0.02807228242636506,472.43,499.7,472.0,488.6,472.91,15.69,3.3178,337865.39,16542781.774,6.5961,472.3514,15.6715,3.3178,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251120,2025-11-20,300308.SZ,514.3917,521.763,489.7509,491.4189,33.74010000000004,30.283207274709365,30.10126555232565,541.3698,449.4785,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108961.5574211968,0.0005595896417562862,256688.2637279063,0.006958689848365784,-0.027528401743075026,515.0,522.38,490.33,492.0,488.6,3.4,0.6959,353522.07,17783386.638,6.5961,488.0229,3.396,0.6959,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251121,2025-11-21,300308.SZ,472.4313,482.4295,459.4567,463.4619,31.962199999999996,30.367156910973893,30.283207274709365,541.3698,449.4785,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108459.88191772312,-0.004604151366288112,242085.1750208153,-0.05689036380163648,-0.03200580818086607,472.99,483.0,460.0,464.01,492.0,-27.99,-5.689,414122.8,19479251.604,6.5961,491.4189,-27.957,-5.689,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251124,2025-11-24,300308.SZ,469.4449,476.4266,436.4439,456.2605,39.98270000000002,30.8479340654252,30.367156910973893,541.3698,449.4785,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108330.6561077036,-0.00119146183579244,238323.5881904957,-0.015538278335284983,-0.0331591363176873,470.0,476.99,436.96,456.8,464.01,-7.21,-1.5538,464258.0,21222535.81,6.5961,463.4619,-7.2014,-1.5538,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251125,2025-11-25,300308.SZ,476.4466,494.2156,469.4549,479.0935,37.955100000000016,31.203292362153938,30.8479340654252,541.3698,436.4439,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,108740.38378845672,0.003782195137318922,250250.2013624744,0.05004377981438246,-0.02950235550450686,477.01,494.8,470.01,479.66,456.8,22.86,5.0044,439364.81,21131904.345,6.5961,456.2605,22.833,5.0044,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251126,2025-11-26,300308.SZ,474.6387,556.2223,469.8444,542.5784,86.37790000000001,33.96202274404624,31.203292362153938,541.3698,436.4439,True,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109879.59111293635,0.010476396025011603,283410.9706245841,0.13251045985804444,-0.019335037839431135,475.2,556.88,470.4,543.22,479.66,63.56,13.2511,628951.48,32975131.626,6.5961,479.0935,63.4849,13.251,zhongji_xuchuang,A-share,CNY,1,112046.00485659571
20251127,2025-11-27,300308.SZ,536.3657,558.11,522.7418,523.3811,35.3682,34.032331606843925,33.96202274404624,556.2223,436.4439,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109535.10439609137,-0.0031351292205931136,273383.4328044804,-0.03538161489657543,-0.022409549217912494,537.0,558.77,523.36,524.0,543.22,-19.22,-3.5382,437327.67,23641332.187,6.5961,542.5784,-19.1973,-3.5382,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251128,2025-11-28,300308.SZ,526.5773,529.1742,507.9993,513.8923,21.174900000000036,33.38946002650173,34.032331606843925,558.11,436.4439,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109364.83224538273,-0.0015544984564301867,268427.04305866204,-0.01812981018993609,-0.023929212064674132,527.2,529.8,508.6,514.5,524.0,-9.5,-1.813,324657.3,16750682.587,6.5961,523.3811,-9.4888,-1.813,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251201,2025-12-01,300308.SZ,523.3811,545.8545,514.3917,537.3646,31.962200000000053,33.31809702517664,33.38946002650173,558.11,436.4439,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109786.03187052798,0.003851326029561397,280687.588863271,0.04567552384030682,-0.0201700452324044,524.0,546.5,515.0,538.0,514.5,23.5,4.5675,372867.05,19884723.666,6.5961,513.8923,23.4723,4.5676,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251202,2025-12-02,300308.SZ,541.3598,550.479,534.8675,541.3598,15.611500000000092,32.43276717391781,33.31809702517664,558.11,436.4439,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109857.7238965493,0.0006530159146826975,282774.445822264,0.007434803111332267,-0.01953020067825817,542.0,551.13,535.5,542.0,538.0,4.0,0.7435,271615.33,14774407.355,6.5961,537.3646,3.9952,0.7435,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251203,2025-12-03,300308.SZ,539.9016,557.9202,521.4933,523.1114,36.426900000000046,32.63247381522192,32.43276717391781,558.11,436.4439,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109530.26475366596,-0.0029807566666109064,273242.5574235632,-0.03370845046122739,-0.022452742568997097,540.54,558.58,522.11,523.73,542.0,-18.27,-3.3708,368327.52,19817626.71,6.5961,541.3598,-18.2484,-3.3708,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251204,2025-12-04,300308.SZ,516.7589,535.8963,511.7349,534.8675,24.161400000000015,32.208920124460825,32.63247381522192,558.11,436.4439,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109741.22255981066,0.0019260229729121114,279383.2510297953,0.022473415796329332,-0.020569964094077853,517.37,536.53,512.34,535.5,523.73,11.77,2.2473,263194.47,13837413.1,6.5961,523.1114,11.7561,2.2473,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20251205,2025-12-05,300308.SZ,538.8928,544.3563,524.3799,536.4157,19.976400000000012,31.597294118237784,32.208920124460825,558.11,436.4439,False,False,False,442.7878933032246,1,1,17.944539953274514,100143.2713363526,HOLD,,,,,0.0,0.0,0.0,109769.00429656632,0.00025315680022175435,280191.93944186816,0.0028945486498994644,-0.02032201472014694,539.53,545.0,525.0,537.05,535.5,1.55,0.2894,282825.91,15166870.065,6.5961,534.8675,1.5482,0.2895,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
