instrument_key,company_key,market,exchange,currency,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,qfq_open,qfq_high,qfq_low,qfq_close,qfq_pre_close,qfq_change,qfq_pct_chg
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200814,27.25,27.8,27.1,27.5,27.45,0.05,0.1821,35131654.0,,1.0,27.25,27.8,27.1,27.5,27.45,0.05,0.1821
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200817,27.5,27.65,26.7,27.15,27.5,-0.35,-1.2727,59241890.0,,1.0,27.5,27.65,26.7,27.15,27.5,-0.35,-1.2727
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200818,27.25,27.35,26.3,26.6,27.15,-0.55,-2.0258,87318951.0,,1.0,27.25,27.35,26.3,26.6,27.15,-0.55,-2.0258
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200819,26.0,26.6,25.55,26.05,26.6,-0.55,-2.0677,49524544.0,,1.0,26.0,26.6,25.55,26.05,26.6,-0.55,-2.0677
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200820,26.0,27.2,25.6,26.9,26.05,0.85,3.263,77034197.0,,1.0,26.0,27.2,25.6,26.9,26.05,0.85,3.263
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200821,27.2,27.4,25.95,25.95,26.9,-0.95,-3.5316,76541361.0,,1.0,27.2,27.4,25.95,25.95,26.9,-0.95,-3.5316
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200824,26.2,26.45,25.05,25.7,25.95,-0.25,-0.9634,85202174.0,,1.0,26.2,26.45,25.05,25.7,25.95,-0.25,-0.9634
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200825,25.7,26.25,25.4,25.95,25.7,0.25,0.9728,47448078.0,,1.0,25.7,26.25,25.4,25.95,25.7,0.25,0.9728
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200826,26.05,26.2,24.6,24.95,25.95,-1.0,-3.8536,92773557.0,,1.0,26.05,26.2,24.6,24.95,25.95,-1.0,-3.8536
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200827,24.65,26.45,24.1,25.7,24.95,0.75,3.006,139274796.0,,1.0,24.65,26.45,24.1,25.7,24.95,0.75,3.006
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200828,26.3,26.4,25.5,25.75,25.7,0.05,0.1945,109474733.0,,1.0,26.3,26.4,25.5,25.75,25.7,0.05,0.1946
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200831,25.85,26.0,24.7,24.9,25.75,-0.85,-3.301,97447778.0,,1.0,25.85,26.0,24.7,24.9,25.75,-0.85,-3.301
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200901,24.85,25.1,24.35,25.0,24.9,0.1,0.4016,60144905.0,,1.0,24.85,25.1,24.35,25.0,24.9,0.1,0.4016
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200902,24.8,25.3,24.45,24.95,25.0,-0.05,-0.2,54097243.0,,1.0,24.8,25.3,24.45,24.95,25.0,-0.05,-0.2
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200903,24.85,25.3,24.3,24.6,24.95,-0.35,-1.4028,115726489.0,,1.0,24.85,25.3,24.3,24.6,24.95,-0.35,-1.4028
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200904,22.5,23.85,22.45,23.65,24.6,-0.95,-3.8618,375630873.0,,1.0,22.5,23.85,22.45,23.65,24.6,-0.95,-3.8618
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200907,20.05,20.9,17.76,18.24,23.65,-5.41,-22.8753,552263331.0,,1.0,20.05,20.9,17.76,18.24,23.65,-5.41,-22.8753
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200908,17.96,19.2,17.96,18.8,18.24,0.56,3.0702,156284868.0,,1.0,17.96,19.2,17.96,18.8,18.24,0.56,3.0702
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200909,18.7,18.7,17.94,18.42,18.8,-0.38,-2.0213,109879547.0,,1.0,18.7,18.7,17.94,18.42,18.8,-0.38,-2.0213
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200910,18.68,19.06,18.24,18.24,18.42,-0.18,-0.9772,73153562.0,,1.0,18.68,19.06,18.24,18.24,18.42,-0.18,-0.9772
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200911,18.3,19.5,18.3,19.48,18.24,1.24,6.7982,101360996.0,,1.0,18.3,19.5,18.3,19.48,18.24,1.24,6.7982
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200914,19.58,19.7,18.9,19.16,19.48,-0.32,-1.6427,66002568.0,,1.0,19.58,19.7,18.9,19.16,19.48,-0.32,-1.6427
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200915,19.3,19.74,18.68,19.54,19.16,0.38,1.9833,86205195.0,,1.0,19.3,19.74,18.68,19.54,19.16,0.38,1.9833
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200916,19.74,21.4,19.34,20.25,19.54,0.71,3.6336,138021058.0,,1.0,19.74,21.4,19.34,20.25,19.54,0.71,3.6336
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200917,20.2,20.45,19.72,19.94,20.25,-0.31,-1.5309,70958111.0,,1.0,20.2,20.45,19.72,19.94,20.25,-0.31,-1.5309
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200918,20.0,20.6,19.94,20.6,19.94,0.66,3.3099,167196883.0,,1.0,20.0,20.6,19.94,20.6,19.94,0.66,3.3099
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200921,21.45,21.45,20.25,20.4,20.6,-0.2,-0.9709,100230775.0,,1.0,21.45,21.45,20.25,20.4,20.6,-0.2,-0.9709
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200922,20.2,21.0,20.1,20.45,20.4,0.05,0.2451,49923165.0,,1.0,20.2,21.0,20.1,20.45,20.4,0.05,0.2451
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200923,20.55,20.7,19.64,20.15,20.45,-0.3,-1.467,59558676.0,,1.0,20.55,20.7,19.64,20.15,20.45,-0.3,-1.467
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200924,19.8,20.25,19.16,19.34,20.15,-0.81,-4.0198,48811975.0,,1.0,19.8,20.25,19.16,19.34,20.15,-0.81,-4.0199
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200925,19.46,19.78,18.18,18.58,19.34,-0.76,-3.9297,72071891.0,,1.0,19.46,19.78,18.18,18.58,19.34,-0.76,-3.9297
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200928,17.16,18.04,17.12,17.86,18.58,-0.72,-3.8751,120473495.0,,1.0,17.16,18.04,17.12,17.86,18.58,-0.72,-3.8751
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200929,17.9,18.14,17.46,17.7,17.86,-0.16,-0.8959,45917563.0,,1.0,17.9,18.14,17.46,17.7,17.86,-0.16,-0.8959
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20200930,17.72,18.34,17.58,18.12,17.7,0.42,2.3729,37014812.0,,1.0,17.72,18.34,17.58,18.12,17.7,0.42,2.3729
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201005,17.6,17.8,16.74,17.28,18.12,-0.84,-4.6358,54536554.0,,1.0,17.6,17.8,16.74,17.28,18.12,-0.84,-4.6358
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201006,17.4,19.1,17.3,18.5,17.28,1.22,7.0602,58519668.0,,1.0,17.4,19.1,17.3,18.5,17.28,1.22,7.0602
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201007,18.4,19.36,18.36,18.96,18.5,0.46,2.4865,36643221.0,,1.0,18.4,19.36,18.36,18.96,18.5,0.46,2.4865
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201008,19.02,19.16,18.54,18.76,18.96,-0.2,-1.0548,22729809.0,,1.0,19.02,19.16,18.54,18.76,18.96,-0.2,-1.0549
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201009,18.8,18.98,18.2,18.48,18.76,-0.28,-1.4925,41416595.0,,1.0,18.8,18.98,18.2,18.48,18.76,-0.28,-1.4925
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201012,18.72,21.05,18.7,20.6,18.48,2.12,11.4719,146725759.0,,1.0,18.72,21.05,18.7,20.6,18.48,2.12,11.4719
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201014,21.0,21.0,19.62,19.96,20.6,-0.64,-3.1068,73268406.0,,1.0,21.0,21.0,19.62,19.96,20.6,-0.64,-3.1068
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201015,19.88,20.85,19.7,19.8,19.96,-0.16,-0.8016,62281723.0,,1.0,19.88,20.85,19.7,19.8,19.96,-0.16,-0.8016
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201016,21.0,21.1,19.78,19.96,19.8,0.16,0.8081,65799520.0,,1.0,21.0,21.1,19.78,19.96,19.8,0.16,0.8081
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201019,20.25,21.25,20.0,20.6,19.96,0.64,3.2064,74494114.0,,1.0,20.25,21.25,20.0,20.6,19.96,0.64,3.2064
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201020,20.75,20.75,20.05,20.55,20.6,-0.05,-0.2427,47322735.0,,1.0,20.75,20.75,20.05,20.55,20.6,-0.05,-0.2427
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201021,20.05,20.7,19.94,20.05,20.55,-0.5,-2.4331,47587993.0,,1.0,20.05,20.7,19.94,20.05,20.55,-0.5,-2.4331
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201022,20.0,20.65,19.62,20.6,20.05,0.55,2.7431,53385938.0,,1.0,20.0,20.65,19.62,20.6,20.05,0.55,2.7431
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201023,20.5,21.15,20.2,20.4,20.6,-0.2,-0.9709,53798843.0,,1.0,20.5,21.15,20.2,20.4,20.6,-0.2,-0.9709
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201027,20.2,21.0,20.15,20.8,20.4,0.4,1.9608,52812359.0,,1.0,20.2,21.0,20.15,20.8,20.4,0.4,1.9608
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201028,20.95,21.85,20.4,21.55,20.8,0.75,3.6058,87214897.0,,1.0,20.95,21.85,20.4,21.55,20.8,0.75,3.6058
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201029,21.2,22.35,20.95,22.0,21.55,0.45,2.0882,81659832.0,,1.0,21.2,22.35,20.95,22.0,21.55,0.45,2.0882
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201030,22.2,23.75,22.05,22.75,22.0,0.75,3.4091,144623835.0,,1.0,22.2,23.75,22.05,22.75,22.0,0.75,3.4091
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201102,23.2,23.45,21.95,22.8,22.75,0.05,0.2198,79748645.0,,1.0,23.2,23.45,21.95,22.8,22.75,0.05,0.2198
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201103,23.15,24.25,23.0,23.85,22.8,1.05,4.6053,114241377.0,,1.0,23.15,24.25,23.0,23.85,22.8,1.05,4.6053
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201104,23.95,24.0,21.85,22.3,23.85,-1.55,-6.499,136985719.0,,1.0,23.95,24.0,21.85,22.3,23.85,-1.55,-6.499
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201105,23.8,24.2,23.0,23.95,22.3,1.65,7.3991,125251010.0,,1.0,23.8,24.2,23.0,23.95,22.3,1.65,7.3991
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201106,24.2,24.25,23.45,24.1,23.95,0.15,0.6263,82103996.0,,1.0,24.2,24.25,23.45,24.1,23.95,0.15,0.6263
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201109,25.05,26.4,24.55,24.7,24.1,0.6,2.4896,202114772.0,,1.0,25.05,26.4,24.55,24.7,24.1,0.6,2.4896
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201110,24.7,24.95,23.5,24.2,24.7,-0.5,-2.0243,104667205.0,,1.0,24.7,24.95,23.5,24.2,24.7,-0.5,-2.0243
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201111,23.6,23.95,22.0,22.45,24.2,-1.75,-7.2314,107574780.0,,1.0,23.6,23.95,22.0,22.45,24.2,-1.75,-7.2314
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201112,23.15,23.45,22.8,22.85,22.45,0.4,1.7817,69620377.0,,1.0,23.15,23.45,22.8,22.85,22.45,0.4,1.7817
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201113,22.75,23.8,22.4,23.45,22.85,0.6,2.6258,53079441.0,,1.0,22.75,23.8,22.4,23.45,22.85,0.6,2.6258
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201116,23.9,23.95,23.25,23.4,23.45,-0.05,-0.2132,39283073.0,,1.0,23.9,23.95,23.25,23.4,23.45,-0.05,-0.2132
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201117,23.4,23.5,22.35,22.9,23.4,-0.5,-2.1368,48808505.0,,1.0,23.4,23.5,22.35,22.9,23.4,-0.5,-2.1368
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201118,23.1,23.55,22.8,23.05,22.9,0.15,0.655,35437714.0,,1.0,23.1,23.55,22.8,23.05,22.9,0.15,0.655
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201119,23.25,23.25,22.65,22.9,23.05,-0.15,-0.6508,29082234.0,,1.0,23.25,23.25,22.65,22.9,23.05,-0.15,-0.6508
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201120,23.05,23.35,22.55,22.75,22.9,-0.15,-0.655,35604202.0,,1.0,23.05,23.35,22.55,22.75,22.9,-0.15,-0.655
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201123,22.9,22.95,22.1,22.35,22.75,-0.4,-1.7582,49994769.0,,1.0,22.9,22.95,22.1,22.35,22.75,-0.4,-1.7582
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201124,22.2,23.1,22.15,22.8,22.35,0.45,2.0134,55689399.0,,1.0,22.2,23.1,22.15,22.8,22.35,0.45,2.0134
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201125,22.85,23.0,21.6,21.9,22.8,-0.9,-3.9474,71776354.0,,1.0,22.85,23.0,21.6,21.9,22.8,-0.9,-3.9474
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201126,22.1,22.4,21.75,22.05,21.9,0.15,0.6849,27893518.0,,1.0,22.1,22.4,21.75,22.05,21.9,0.15,0.6849
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201127,22.15,22.8,22.05,22.25,22.05,0.2,0.907,46650126.0,,1.0,22.15,22.8,22.05,22.25,22.05,0.2,0.907
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201130,22.05,22.55,21.05,21.65,22.25,-0.6,-2.6966,117414798.0,,1.0,22.05,22.55,21.05,21.65,22.25,-0.6,-2.6966
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201201,21.45,21.55,21.15,21.5,21.65,-0.15,-0.6928,39968720.0,,1.0,21.45,21.55,21.15,21.5,21.65,-0.15,-0.6928
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201202,21.55,22.45,21.45,22.25,21.5,0.75,3.4884,71898126.0,,1.0,21.55,22.45,21.45,22.25,21.5,0.75,3.4884
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201203,22.5,22.6,21.9,22.2,22.25,-0.05,-0.2247,36221556.0,,1.0,22.5,22.6,21.9,22.2,22.25,-0.05,-0.2247
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201204,22.0,22.0,20.55,21.0,22.2,-1.2,-5.4054,148286863.0,,1.0,22.0,22.0,20.55,21.0,22.2,-1.2,-5.4054
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201207,21.4,22.6,21.35,21.75,21.0,0.75,3.5714,98217545.0,,1.0,21.4,22.6,21.35,21.75,21.0,0.75,3.5714
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201208,21.8,22.35,21.35,22.1,21.75,0.35,1.6092,49828663.0,,1.0,21.8,22.35,21.35,22.1,21.75,0.35,1.6092
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201209,22.0,22.35,21.75,22.25,22.1,0.15,0.6787,61966382.0,,1.0,22.0,22.35,21.75,22.25,22.1,0.15,0.6787
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201210,22.0,22.4,22.0,22.25,22.25,0.0,0.0,36716526.0,,1.0,22.0,22.4,22.0,22.25,22.25,0.0,0.0
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201211,22.25,23.25,21.85,22.05,22.25,-0.2,-0.8989,93179142.0,,1.0,22.25,23.25,21.85,22.05,22.25,-0.2,-0.8989
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201214,22.05,22.55,21.95,22.1,22.05,0.05,0.2268,37319992.0,,1.0,22.05,22.55,21.95,22.1,22.05,0.05,0.2268
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201215,22.5,22.5,20.95,21.25,22.1,-0.85,-3.8462,59464464.0,,1.0,22.5,22.5,20.95,21.25,22.1,-0.85,-3.8462
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201216,20.2,20.55,19.2,20.2,21.25,-1.05,-4.9412,151374249.0,,1.0,20.2,20.55,19.2,20.2,21.25,-1.05,-4.9412
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201217,20.0,21.2,19.58,20.95,20.2,0.75,3.7129,137992081.0,,1.0,20.0,21.2,19.58,20.95,20.2,0.75,3.7129
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201218,20.7,21.0,19.82,19.86,20.95,-1.09,-5.2029,103742391.0,,1.0,20.7,21.0,19.82,19.86,20.95,-1.09,-5.2029
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201221,19.2,19.74,18.9,19.14,19.86,-0.72,-3.6254,130737980.0,,1.0,19.2,19.74,18.9,19.14,19.86,-0.72,-3.6254
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201222,19.0,19.48,18.7,18.96,19.14,-0.18,-0.9404,82907058.0,,1.0,19.0,19.48,18.7,18.96,19.14,-0.18,-0.9404
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201223,18.68,19.64,18.68,19.22,18.96,0.26,1.3713,75407990.0,,1.0,18.68,19.64,18.68,19.22,18.96,0.26,1.3713
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201224,19.12,19.12,19.12,19.12,19.22,-0.1,-0.5203,0.0,,1.0,19.12,19.12,19.12,19.12,19.22,-0.1,-0.5203
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201228,19.02,19.14,18.08,18.24,19.12,-0.88,-4.6025,93175550.0,,1.0,19.02,19.14,18.08,18.24,19.12,-0.88,-4.6025
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201229,18.16,18.74,18.16,18.22,18.24,-0.02,-0.1097,62458229.0,,1.0,18.16,18.74,18.16,18.22,18.24,-0.02,-0.1096
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201230,18.36,21.2,18.2,20.4,18.22,2.18,11.9649,240679118.0,,1.0,18.36,21.2,18.2,20.4,18.22,2.18,11.9649
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20201231,22.3,22.3,22.3,22.3,20.4,1.9,9.3137,0.0,,1.0,22.3,22.3,22.3,22.3,20.4,1.9,9.3137
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210104,22.0,23.2,21.2,21.55,22.3,-0.75,-3.3632,219482127.0,,1.0,22.0,23.2,21.2,21.55,22.3,-0.75,-3.3632
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210105,20.9,22.1,19.48,19.48,21.55,-2.07,-9.6056,505406845.0,,1.0,20.9,22.1,19.48,19.48,21.55,-2.07,-9.6056
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210106,20.45,23.2,20.2,22.0,19.48,2.52,12.9363,492699480.0,,1.0,20.45,23.2,20.2,22.0,19.48,2.52,12.9363
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210107,22.45,23.1,21.6,22.6,22.0,0.6,2.7273,215293083.0,,1.0,22.45,23.1,21.6,22.6,22.0,0.6,2.7273
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210108,22.6,25.35,22.55,25.0,22.6,2.4,10.6195,309665963.0,,1.0,22.6,25.35,22.55,25.0,22.6,2.4,10.6195
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210111,26.0,27.45,24.95,25.3,25.0,0.3,1.2,253641461.0,,1.0,26.0,27.45,24.95,25.3,25.0,0.3,1.2
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210112,26.0,27.0,25.4,27.0,25.3,1.7,6.7194,164619864.0,,1.0,26.0,27.0,25.4,27.0,25.3,1.7,6.7194
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210113,27.6,28.0,25.1,26.2,27.0,-0.8,-2.963,166048380.0,,1.0,27.6,28.0,25.1,26.2,27.0,-0.8,-2.963
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210114,26.55,28.2,26.45,28.15,26.2,1.95,7.4427,184938215.0,,1.0,26.55,28.2,26.45,28.15,26.2,1.95,7.4427
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210115,28.4,28.95,26.7,27.65,28.15,-0.5,-1.7762,181322903.0,,1.0,28.4,28.95,26.7,27.65,28.15,-0.5,-1.7762
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210118,27.85,29.5,27.75,29.25,27.65,1.6,5.7866,153883173.0,,1.0,27.85,29.5,27.75,29.25,27.65,1.6,5.7866
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210119,29.7,31.15,28.95,29.6,29.25,0.35,1.1966,254005299.0,,1.0,29.7,31.15,28.95,29.6,29.25,0.35,1.1966
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210120,30.5,30.55,28.95,29.5,29.6,-0.1,-0.3378,159029440.0,,1.0,30.5,30.55,28.95,29.5,29.6,-0.1,-0.3378
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210121,29.5,30.15,27.7,28.0,29.5,-1.5,-5.0847,189193012.0,,1.0,29.5,30.15,27.7,28.0,29.5,-1.5,-5.0847
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210122,28.65,29.3,27.0,27.25,28.0,-0.75,-2.6786,173690431.0,,1.0,28.65,29.3,27.0,27.25,28.0,-0.75,-2.6786
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210125,27.8,30.15,27.3,30.0,27.25,2.75,10.0917,216140482.0,,1.0,27.8,30.15,27.3,30.0,27.25,2.75,10.0917
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210126,29.9,31.95,29.65,30.15,30.0,0.15,0.5,178747840.0,,1.0,29.9,31.95,29.65,30.15,30.0,0.15,0.5
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210127,30.85,31.3,28.4,29.2,30.15,-0.95,-3.1509,127904071.0,,1.0,30.85,31.3,28.4,29.2,30.15,-0.95,-3.1509
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210128,28.4,29.0,26.6,26.7,29.2,-2.5,-8.5616,178598817.0,,1.0,28.4,29.0,26.6,26.7,29.2,-2.5,-8.5616
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210129,27.6,27.8,25.9,26.45,26.7,-0.25,-0.9363,131226775.0,,1.0,27.6,27.8,25.9,26.45,26.7,-0.25,-0.9363
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210201,27.0,28.75,26.6,28.6,26.45,2.15,8.1285,101013568.0,,1.0,27.0,28.75,26.6,28.6,26.45,2.15,8.1285
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210202,29.2,29.2,28.0,28.05,28.6,-0.55,-1.9231,76825282.0,,1.0,29.2,29.2,28.0,28.05,28.6,-0.55,-1.9231
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210203,28.4,28.55,27.65,27.95,28.05,-0.1,-0.3565,75259946.0,,1.0,28.4,28.55,27.65,27.95,28.05,-0.1,-0.3565
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210204,27.7,27.8,25.85,27.3,27.95,-0.65,-2.3256,147428040.0,,1.0,27.7,27.8,25.85,27.3,27.95,-0.65,-2.3256
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210205,27.0,27.3,24.3,24.4,27.3,-2.9,-10.6227,288002297.0,,1.0,27.0,27.3,24.3,24.4,27.3,-2.9,-10.6227
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210208,24.4,24.65,23.0,23.6,24.4,-0.8,-3.2787,135672002.0,,1.0,24.4,24.65,23.0,23.6,24.4,-0.8,-3.2787
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210209,23.8,25.4,23.2,24.85,23.6,1.25,5.2966,53903043.0,,1.0,23.8,25.4,23.2,24.85,23.6,1.25,5.2966
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210210,25.0,25.45,24.45,24.7,24.85,-0.15,-0.6036,44124442.0,,1.0,25.0,25.45,24.45,24.7,24.85,-0.15,-0.6036
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210211,25.7,25.7,25.7,25.7,24.7,1.0,4.0486,0.0,,1.0,25.7,25.7,25.7,25.7,24.7,1.0,4.0486
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210216,26.8,27.15,26.4,26.5,25.7,0.8,3.1128,58559532.0,,1.0,26.8,27.15,26.4,26.5,25.7,0.8,3.1128
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210217,26.5,27.05,26.05,26.95,26.5,0.45,1.6981,39675409.0,,1.0,26.5,27.05,26.05,26.95,26.5,0.45,1.6981
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210218,26.8,28.8,26.45,27.65,26.95,0.7,2.5974,177700743.0,,1.0,26.8,28.8,26.45,27.65,26.95,0.7,2.5974
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210219,27.4,28.05,26.6,27.5,27.65,-0.15,-0.5425,84595549.0,,1.0,27.4,28.05,26.6,27.5,27.65,-0.15,-0.5425
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210222,27.5,28.75,26.1,26.1,27.5,-1.4,-5.0909,117884274.0,,1.0,27.5,28.75,26.1,26.1,27.5,-1.4,-5.0909
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210223,26.35,27.2,25.8,26.5,26.1,0.4,1.5326,62984098.0,,1.0,26.35,27.2,25.8,26.5,26.1,0.4,1.5326
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210224,26.7,27.2,25.0,25.6,26.5,-0.9,-3.3962,112231333.0,,1.0,26.7,27.2,25.0,25.6,26.5,-0.9,-3.3962
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210225,26.5,26.8,25.75,26.0,25.6,0.4,1.5625,63945807.0,,1.0,26.5,26.8,25.75,26.0,25.6,0.4,1.5625
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210226,25.0,25.55,24.75,25.05,26.0,-0.95,-3.6538,85535581.0,,1.0,25.0,25.55,24.75,25.05,26.0,-0.95,-3.6538
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210301,25.6,27.1,25.35,26.75,25.05,1.7,6.7864,93090646.0,,1.0,25.6,27.1,25.35,26.75,25.05,1.7,6.7864
smic_h,smic,HK-share,HKEX,HKD,00981.HK,20210302,28.65,29.3,27.05,27.75,26.75,1.0,3.7383,194821871.0,,1.0,28.65,29.3,27.05,27.75,26.75,1.0,3.7383
